      0.30000001   4.9385238e-10   1.4815571e-09   4.9385238e-08   1.2037353e-07   3.6112058e-07   1.2037353e-05
      0.31428477   8.7776024e-10   2.6332807e-09   8.7776024e-08   1.2037366e-07   3.6112098e-07   1.2037366e-05
      0.32924968   1.5102439e-09   4.5307318e-09   1.5102439e-07   1.2037393e-07   3.6112180e-07   1.2037393e-05
      0.34492713   2.5191455e-09   7.5574365e-09   2.5191455e-07   1.2037447e-07   3.6112342e-07   1.2037447e-05
      0.36135110   4.0795007e-09   1.2238502e-08   4.0795007e-07   1.2037550e-07   3.6112651e-07   1.2037550e-05
      0.37855709   6.4223596e-09   1.9267079e-08   6.4223596e-07   1.2037743e-07   3.6113228e-07   1.2037743e-05
      0.39658239   9.8418433e-09   2.9525530e-08   9.8418433e-07   1.2038090e-07   3.6114270e-07   1.2038090e-05
      0.41546595   1.4699016e-08   4.4097049e-08   1.4699016e-06   1.2038702e-07   3.6116107e-07   1.2038702e-05
      0.43524864   2.1421278e-08   6.4263833e-08   2.1421278e-06   1.2039755e-07   3.6119265e-07   1.2039755e-05
      0.45597336   3.0496092e-08   9.1488275e-08   3.0496092e-06   1.2041522e-07   3.6124565e-07   1.2041522e-05
      0.47768489   4.2458325e-08   1.2737498e-07   4.2458325e-06   1.2044420e-07   3.6133259e-07   1.2044420e-05
      0.50043017   5.7871774e-08   1.7361532e-07   5.7871774e-06   1.2049071e-07   3.6147214e-07   1.2049071e-05
      0.52425855   7.7306018e-08   2.3191805e-07   7.7306018e-06   1.2056384e-07   3.6169152e-07   1.2056384e-05
      0.54922152   1.0131021e-07   3.0393062e-07   1.0131021e-05   1.2067655e-07   3.6202965e-07   1.2067655e-05
      0.57537311   1.3038839e-07   3.9116517e-07   1.3038839e-05   1.2084702e-07   3.6254107e-07   1.2084702e-05
      0.60276997   1.6497964e-07   4.9493893e-07   1.6497964e-05   1.2110026e-07   3.6330077e-07   1.2110026e-05
      0.63147128   2.0544760e-07   6.1634280e-07   2.0544760e-05   1.2147002e-07   3.6441005e-07   1.2147002e-05
      0.66153926   2.5208518e-07   7.5625555e-07   2.5208518e-05   1.2200115e-07   3.6600344e-07   1.2200115e-05
      0.69303900   3.0513721e-07   9.1541164e-07   3.0513721e-05   1.2275222e-07   3.6825665e-07   1.2275222e-05
      0.72603858   3.6484423e-07   1.0945327e-06   3.6484423e-05   1.2379854e-07   3.7139561e-07   1.2379854e-05
      0.76060939   4.3150870e-07   1.2945261e-06   4.3150870e-05   1.2523550e-07   3.7570650e-07   1.2523550e-05
      0.79682642   5.0558158e-07   1.5167448e-06   5.0558158e-05   1.2718219e-07   3.8154657e-07   1.2718219e-05
      0.83476788   5.8776346e-07   1.7632904e-06   5.8776346e-05   1.2978520e-07   3.8935559e-07   1.2978520e-05
      0.87451601   6.7911618e-07   2.0373485e-06   6.7911618e-05   1.3322258e-07   3.9966773e-07   1.3322258e-05
      0.91615677   7.8117062e-07   2.3435119e-06   7.8117062e-05   1.3770778e-07   4.1312333e-07   1.3770778e-05
      0.95978016   8.9602341e-07   2.6880702e-06   8.9602341e-05   1.4349347e-07   4.3048041e-07   1.4349347e-05
       1.0054809   1.0264085e-06   3.0792256e-06   0.00010264085   1.5087517e-07   4.5262550e-07   1.5087517e-05
       1.0533576   1.1757296e-06   3.5271887e-06   0.00011757296   1.6019422e-07   4.8058267e-07   1.6019422e-05
       1.1035140   1.3480495e-06   4.0441485e-06   0.00013480495   1.7184056e-07   5.1552169e-07   1.7184056e-05
       1.1560587   1.5480238e-06   4.6440715e-06   0.00015480238   1.8625444e-07   5.5876332e-07   1.8625444e-05
       1.2111053   1.7807775e-06   5.3423325e-06   0.00017807775   2.0392729e-07   6.1178188e-07   2.0392729e-05
       1.2687730   2.0517284e-06   6.1551852e-06   0.00020517284   2.2540165e-07   6.7620495e-07   2.2540165e-05
       1.3291866   2.3663665e-06   7.0990995e-06   0.00023663665   2.5127014e-07   7.5381041e-07   2.5127014e-05
       1.3924768   2.7299870e-06   8.1899609e-06   0.00027299870   2.8217257e-07   8.4651770e-07   2.8217257e-05
       1.4587805   3.1474090e-06   9.4422270e-06   0.00031474090   3.1879235e-07   9.5637706e-07   3.1879235e-05
       1.5282415   3.6226841e-06   1.0868052e-05   0.00036226841   3.6185124e-07   1.0855537e-06   3.6185124e-05
       1.6010100   4.1588123e-06   1.2476437e-05   0.00041588123   4.1210235e-07   1.2363070e-06   4.1210235e-05
       1.6772431   4.7574873e-06   1.4272462e-05   0.00047574873   4.7032187e-07   1.4109656e-06   4.7032187e-05
       1.7571064   5.4188837e-06   1.6256651e-05   0.00054188837   5.3729933e-07   1.6118980e-06   5.3729933e-05
       1.8407724   6.1414896e-06   1.8424469e-05   0.00061414896   6.1382550e-07   1.8414765e-06   6.1382550e-05
       1.9284221   6.9219997e-06   2.0765999e-05   0.00069219997   7.0067855e-07   2.1020357e-06   7.0067855e-05
       2.0202453   7.7552785e-06   2.3265836e-05   0.00077552785   7.9860881e-07   2.3958264e-06   7.9860881e-05
       2.1164410   8.6343625e-06   2.5903088e-05   0.00086343625   9.0831893e-07   2.7249568e-06   9.0831893e-05
       2.2172167   9.5505341e-06   2.8651602e-05   0.00095505341   1.0304422e-06   3.0913267e-06   0.00010304422
       2.3227913   1.0493449e-05   3.1480346e-05    0.0010493449   1.1655189e-06   3.4965566e-06   0.00011655189
       2.4333928   1.1451270e-05   3.4353809e-05    0.0011451270   1.3139629e-06   3.9418887e-06   0.00013139629
